ID,Provincia,Canton,Localizacion,Poblacion,Cantidad,Tasa,Genero,Año
636,PUNTARENAS,OSA,LEUCEMIAS,10955,0,0,HOMBRE,2011
637,PUNTARENAS,AGUIRRE,LEUCEMIAS,12897,0,0,HOMBRE,2011
638,PUNTARENAS,GOLFITO,LEUCEMIAS,15238,0,0,HOMBRE,2011
639,PUNTARENAS,COTO BRUS,LEUCEMIAS,17615,1,5.68,HOMBRE,2011
640,PUNTARENAS,PARRITA,LEUCEMIAS,6492,3,46.21,HOMBRE,2011
641,PUNTARENAS,CORREDORES,LEUCEMIAS,16601,0,0,HOMBRE,2011
642,PUNTARENAS,GARABITO,LEUCEMIAS,12489,0,0,HOMBRE,2011
643,LIMON,CENTRAL,LEUCEMIAS,54106,1,1.85,HOMBRE,2011
644,LIMON,POCOCI,LEUCEMIAS,81446,3,3.68,HOMBRE,2011
645,LIMON,SIQUIRRES,LEUCEMIAS,32217,2,6.21,HOMBRE,2011
646,LIMON,TALAMANCA,LEUCEMIAS,18065,0,0,HOMBRE,2011
647,LIMON,MATINA,LEUCEMIAS,25619,0,0,HOMBRE,2011
648,LIMON,GUACIMO,LEUCEMIAS,25132,2,7.96,HOMBRE,2011
649,SAN JOSE,CENTRAL,ENCEFALO,176061,4,2.27,HOMBRE,2011
650,SAN JOSE,ESCAZU,ENCEFALO,30462,3,9.85,HOMBRE,2011
651,SAN JOSE,DESAMPARADOS,ENCEFALO,152103,8,5.26,HOMBRE,2011
652,SAN JOSE,PURISCAL,ENCEFALO,15760,0,0,HOMBRE,2011
653,SAN JOSE,TARRAZU,ENCEFALO,8417,1,11.88,HOMBRE,2011
654,SAN JOSE,ASERRI,ENCEFALO,28084,2,7.12,HOMBRE,2011
655,SAN JOSE,MORA,ENCEFALO,13686,0,0,HOMBRE,2011
656,SAN JOSE,GOICOECHEA,ENCEFALO,65633,2,3.05,HOMBRE,2011
657,SAN JOSE,SANTA ANA,ENCEFALO,22017,2,9.08,HOMBRE,2011
658,SAN JOSE,ALAJUELITA,ENCEFALO,66685,3,4.5,HOMBRE,2011
659,SAN JOSE,CORONADO,ENCEFALO,41330,1,2.42,HOMBRE,2011
660,SAN JOSE,ACOSTA,ENCEFALO,9987,0,0,HOMBRE,2011
661,SAN JOSE,TIBAS,ENCEFALO,30106,1,3.32,HOMBRE,2011
662,SAN JOSE,MORAVIA,ENCEFALO,27111,3,11.07,HOMBRE,2011
663,SAN JOSE,MONTES DE OCA,ENCEFALO,26539,1,3.77,HOMBRE,2011
664,SAN JOSE,TURRUBARES,ENCEFALO,2390,0,0,HOMBRE,2011
665,SAN JOSE,DOTA,ENCEFALO,3338,0,0,HOMBRE,2011
666,SAN JOSE,CURRIDABAT,ENCEFALO,36497,0,0,HOMBRE,2011
667,SAN JOSE,PEREZ ZELEDON,ENCEFALO,65271,3,4.6,HOMBRE,2011
668,SAN JOSE,LEON CORTES,ENCEFALO,6824,1,14.65,HOMBRE,2011
669,ALAJUELA,CENTRAL,ENCEFALO,145135,5,3.45,HOMBRE,2011
670,ALAJUELA,SAN RAMON,ENCEFALO,45418,3,6.61,HOMBRE,2011
671,ALAJUELA,GRECIA,ENCEFALO,42227,1,2.37,HOMBRE,2011
672,ALAJUELA,SAN MATEO,ENCEFALO,2985,0,0,HOMBRE,2011
673,ALAJUELA,ATENAS,ENCEFALO,13364,1,7.48,HOMBRE,2011
674,ALAJUELA,NARANJO,ENCEFALO,23020,0,0,HOMBRE,2011
675,ALAJUELA,PALMARES,ENCEFALO,19341,2,10.34,HOMBRE,2011
676,ALAJUELA,POAS,ENCEFALO,16256,1,6.15,HOMBRE,2011
677,ALAJUELA,OROTINA,ENCEFALO,9581,1,10.44,HOMBRE,2011
678,ALAJUELA,SAN CARLOS,ENCEFALO,77589,1,1.29,HOMBRE,2011
679,ALAJUELA,ALFARO RUIZ,ENCEFALO,7789,0,0,HOMBRE,2011
680,ALAJUELA,VALVERDE VEGA,ENCEFALO,9140,0,0,HOMBRE,2011
681,ALAJUELA,UPALA,ENCEFALO,18732,0,0,HOMBRE,2011
682,ALAJUELA,LOS CHILES,ENCEFALO,10825,0,0,HOMBRE,2011
683,ALAJUELA,GUATUSO,ENCEFALO,8694,0,0,HOMBRE,2011
684,CARTAGO,CENTRAL,ENCEFALO,78555,4,5.09,HOMBRE,2011
685,CARTAGO,PARAISO,ENCEFALO,35284,0,0,HOMBRE,2011
686,CARTAGO,LA UNION,ENCEFALO,53721,0,0,HOMBRE,2011
687,CARTAGO,JIMENEZ,ENCEFALO,7084,0,0,HOMBRE,2011
688,CARTAGO,TURRIALBA,ENCEFALO,35962,4,11.12,HOMBRE,2011
689,CARTAGO,ALVARADO,ENCEFALO,6990,0,0,HOMBRE,2011
690,CARTAGO,OREAMUNO,ENCEFALO,22556,2,8.87,HOMBRE,2011
691,CARTAGO,EL GUARCO,ENCEFALO,19823,0,0,HOMBRE,2011
692,HEREDIA,CENTRAL,ENCEFALO,67169,2,2.98,HOMBRE,2011
693,HEREDIA,BARVA,ENCEFALO,19953,0,0,HOMBRE,2011
694,HEREDIA,SANTO DOMINGO,ENCEFALO,18957,0,0,HOMBRE,2011
695,HEREDIA,SANTA BARBARA,ENCEFALO,17747,0,0,HOMBRE,2011
696,HEREDIA,SAN RAFAEL,ENCEFALO,22062,1,4.53,HOMBRE,2011
697,HEREDIA,SAN ISIDRO,ENCEFALO,11378,0,0,HOMBRE,2011
698,HEREDIA,BELEN,ENCEFALO,11832,0,0,HOMBRE,2011
699,HEREDIA,FLORES,ENCEFALO,8897,0,0,HOMBRE,2011
700,HEREDIA,SAN PABLO,ENCEFALO,11720,0,0,HOMBRE,2011
701,HEREDIA,SARAPIQUI,ENCEFALO,42040,0,0,HOMBRE,2011
702,GUANACASTE,LIBERIA,ENCEFALO,27303,0,0,HOMBRE,2011
703,GUANACASTE,NICOYA,ENCEFALO,20554,2,9.73,HOMBRE,2011
704,GUANACASTE,SANTA CRUZ,ENCEFALO,22487,0,0,HOMBRE,2011
705,GUANACASTE,BAGACES,ENCEFALO,9834,0,0,HOMBRE,2011
706,GUANACASTE,CARRILLO,ENCEFALO,15525,0,0,HOMBRE,2011
707,GUANACASTE,CAÑAS,ENCEFALO,12664,0,0,HOMBRE,2011
708,GUANACASTE,ABANGARES,ENCEFALO,8656,0,0,HOMBRE,2011
709,GUANACASTE,TILARAN,ENCEFALO,8449,0,0,HOMBRE,2011
710,GUANACASTE,NANDAYURE,ENCEFALO,5121,0,0,HOMBRE,2011
711,GUANACASTE,LA CRUZ,ENCEFALO,8863,0,0,HOMBRE,2011
712,GUANACASTE,HOJANCHA,ENCEFALO,3384,0,0,HOMBRE,2011
713,PUNTARENAS,CENTRAL,ENCEFALO,54665,1,1.83,HOMBRE,2011
714,PUNTARENAS,ESPARZA,ENCEFALO,14249,0,0,HOMBRE,2011
715,PUNTARENAS,BUENOS AIRES,ENCEFALO,22558,0,0,HOMBRE,2011
716,PUNTARENAS,MONTES DE ORO,ENCEFALO,6692,0,0,HOMBRE,2011
717,PUNTARENAS,OSA,ENCEFALO,10955,0,0,HOMBRE,2011
718,PUNTARENAS,AGUIRRE,ENCEFALO,12897,0,0,HOMBRE,2011
719,PUNTARENAS,GOLFITO,ENCEFALO,15238,0,0,HOMBRE,2011
720,PUNTARENAS,COTO BRUS,ENCEFALO,17615,0,0,HOMBRE,2011
721,PUNTARENAS,PARRITA,ENCEFALO,6492,0,0,HOMBRE,2011
722,PUNTARENAS,CORREDORES,ENCEFALO,16601,2,12.05,HOMBRE,2011
723,PUNTARENAS,GARABITO,ENCEFALO,12489,0,0,HOMBRE,2011
724,LIMON,CENTRAL,ENCEFALO,54106,0,0,HOMBRE,2011
725,LIMON,POCOCI,ENCEFALO,81446,1,1.23,HOMBRE,2011
726,LIMON,SIQUIRRES,ENCEFALO,32217,0,0,HOMBRE,2011
727,LIMON,TALAMANCA,ENCEFALO,18065,0,0,HOMBRE,2011
728,LIMON,MATINA,ENCEFALO,25619,0,0,HOMBRE,2011
729,LIMON,GUACIMO,ENCEFALO,25132,0,0,HOMBRE,2011
730,SAN JOSE,CENTRAL,RIÑON,176061,3,1.7,HOMBRE,2011
731,SAN JOSE,ESCAZU,RIÑON,30462,0,0,HOMBRE,2011
732,SAN JOSE,DESAMPARADOS,RIÑON,152103,4,2.63,HOMBRE,2011
733,SAN JOSE,PURISCAL,RIÑON,15760,1,6.35,HOMBRE,2011
734,SAN JOSE,TARRAZU,RIÑON,8417,0,0,HOMBRE,2011
735,SAN JOSE,ASERRI,RIÑON,28084,2,7.12,HOMBRE,2011
736,SAN JOSE,MORA,RIÑON,13686,1,7.31,HOMBRE,2011
737,SAN JOSE,GOICOECHEA,RIÑON,65633,3,4.57,HOMBRE,2011
738,SAN JOSE,SANTA ANA,RIÑON,22017,0,0,HOMBRE,2011
739,SAN JOSE,ALAJUELITA,RIÑON,66685,0,0,HOMBRE,2011
740,SAN JOSE,CORONADO,RIÑON,41330,0,0,HOMBRE,2011
741,SAN JOSE,ACOSTA,RIÑON,9987,0,0,HOMBRE,2011
742,SAN JOSE,TIBAS,RIÑON,30106,1,3.32,HOMBRE,2011
743,SAN JOSE,MORAVIA,RIÑON,27111,2,7.38,HOMBRE,2011
744,SAN JOSE,MONTES DE OCA,RIÑON,26539,3,11.3,HOMBRE,2011
745,SAN JOSE,TURRUBARES,RIÑON,2390,1,41.84,HOMBRE,2011
746,SAN JOSE,DOTA,RIÑON,3338,0,0,HOMBRE,2011
747,SAN JOSE,CURRIDABAT,RIÑON,36497,1,2.74,HOMBRE,2011
748,SAN JOSE,PEREZ ZELEDON,RIÑON,65271,0,0,HOMBRE,2011
749,SAN JOSE,LEON CORTES,RIÑON,6824,1,14.65,HOMBRE,2011
750,ALAJUELA,CENTRAL,RIÑON,145135,2,1.38,HOMBRE,2011
751,ALAJUELA,SAN RAMON,RIÑON,45418,2,4.4,HOMBRE,2011
752,ALAJUELA,GRECIA,RIÑON,42227,0,0,HOMBRE,2011
753,ALAJUELA,SAN MATEO,RIÑON,2985,0,0,HOMBRE,2011
754,ALAJUELA,ATENAS,RIÑON,13364,1,7.48,HOMBRE,2011
755,ALAJUELA,NARANJO,RIÑON,23020,0,0,HOMBRE,2011
756,ALAJUELA,PALMARES,RIÑON,19341,0,0,HOMBRE,2011
757,ALAJUELA,POAS,RIÑON,16256,0,0,HOMBRE,2011
758,ALAJUELA,OROTINA,RIÑON,9581,1,10.44,HOMBRE,2011
759,ALAJUELA,SAN CARLOS,RIÑON,77589,0,0,HOMBRE,2011
760,ALAJUELA,ALFARO RUIZ,RIÑON,7789,0,0,HOMBRE,2011
761,ALAJUELA,VALVERDE VEGA,RIÑON,9140,0,0,HOMBRE,2011
762,ALAJUELA,UPALA,RIÑON,18732,0,0,HOMBRE,2011
763,ALAJUELA,LOS CHILES,RIÑON,10825,0,0,HOMBRE,2011
764,ALAJUELA,GUATUSO,RIÑON,8694,0,0,HOMBRE,2011
765,CARTAGO,CENTRAL,RIÑON,78555,2,2.55,HOMBRE,2011
766,CARTAGO,PARAISO,RIÑON,35284,0,0,HOMBRE,2011
767,CARTAGO,LA UNION,RIÑON,53721,1,1.86,HOMBRE,2011
768,CARTAGO,JIMENEZ,RIÑON,7084,0,0,HOMBRE,2011
769,CARTAGO,TURRIALBA,RIÑON,35962,0,0,HOMBRE,2011
770,CARTAGO,ALVARADO,RIÑON,6990,0,0,HOMBRE,2011
771,CARTAGO,OREAMUNO,RIÑON,22556,0,0,HOMBRE,2011
772,CARTAGO,EL GUARCO,RIÑON,19823,1,5.04,HOMBRE,2011
773,HEREDIA,CENTRAL,RIÑON,67169,2,2.98,HOMBRE,2011
774,HEREDIA,BARVA,RIÑON,19953,0,0,HOMBRE,2011
775,HEREDIA,SANTO DOMINGO,RIÑON,18957,0,0,HOMBRE,2011
776,HEREDIA,SANTA BARBARA,RIÑON,17747,0,0,HOMBRE,2011
777,HEREDIA,SAN RAFAEL,RIÑON,22062,1,4.53,HOMBRE,2011
778,HEREDIA,SAN ISIDRO,RIÑON,11378,2,17.58,HOMBRE,2011
779,HEREDIA,BELEN,RIÑON,11832,0,0,HOMBRE,2011
780,HEREDIA,FLORES,RIÑON,8897,0,0,HOMBRE,2011
781,HEREDIA,SAN PABLO,RIÑON,11720,0,0,HOMBRE,2011
782,HEREDIA,SARAPIQUI,RIÑON,42040,0,0,HOMBRE,2011
783,GUANACASTE,LIBERIA,RIÑON,27303,0,0,HOMBRE,2011
784,GUANACASTE,NICOYA,RIÑON,20554,0,0,HOMBRE,2011
785,GUANACASTE,SANTA CRUZ,RIÑON,22487,0,0,HOMBRE,2011
786,GUANACASTE,BAGACES,RIÑON,9834,0,0,HOMBRE,2011
787,GUANACASTE,CARRILLO,RIÑON,15525,0,0,HOMBRE,2011
788,GUANACASTE,CAÑAS,RIÑON,12664,0,0,HOMBRE,2011
789,GUANACASTE,ABANGARES,RIÑON,8656,0,0,HOMBRE,2011
790,GUANACASTE,TILARAN,RIÑON,8449,0,0,HOMBRE,2011
791,GUANACASTE,NANDAYURE,RIÑON,5121,0,0,HOMBRE,2011
792,GUANACASTE,LA CRUZ,RIÑON,8863,0,0,HOMBRE,2011
793,GUANACASTE,HOJANCHA,RIÑON,3384,0,0,HOMBRE,2011
794,PUNTARENAS,CENTRAL,RIÑON,54665,2,3.66,HOMBRE,2011
795,PUNTARENAS,ESPARZA,RIÑON,14249,2,14.04,HOMBRE,2011
796,PUNTARENAS,BUENOS AIRES,RIÑON,22558,1,4.43,HOMBRE,2011
797,PUNTARENAS,MONTES DE ORO,RIÑON,6692,0,0,HOMBRE,2011
798,PUNTARENAS,OSA,RIÑON,10955,0,0,HOMBRE,2011
799,PUNTARENAS,AGUIRRE,RIÑON,12897,0,0,HOMBRE,2011
800,PUNTARENAS,GOLFITO,RIÑON,15238,2,13.13,HOMBRE,2011
801,PUNTARENAS,COTO BRUS,RIÑON,17615,0,0,HOMBRE,2011
802,PUNTARENAS,PARRITA,RIÑON,6492,1,15.4,HOMBRE,2011
803,PUNTARENAS,CORREDORES,RIÑON,16601,0,0,HOMBRE,2011
804,PUNTARENAS,GARABITO,RIÑON,12489,0,0,HOMBRE,2011
805,LIMON,CENTRAL,RIÑON,54106,0,0,HOMBRE,2011
806,LIMON,POCOCI,RIÑON,81446,5,6.14,HOMBRE,2011
807,LIMON,SIQUIRRES,RIÑON,32217,1,3.1,HOMBRE,2011
808,LIMON,TALAMANCA,RIÑON,18065,0,0,HOMBRE,2011
809,LIMON,MATINA,RIÑON,25619,0,0,HOMBRE,2011
810,LIMON,GUACIMO,RIÑON,25132,0,0,HOMBRE,2011
811,SAN JOSE,CENTRAL,MAMA,175893,28,15.92,MUJER,2011
812,SAN JOSE,ESCAZU,MAMA,30793,4,12.99,MUJER,2011
813,SAN JOSE,DESAMPARADOS,MAMA,152511,12,7.87,MUJER,2011
814,SAN JOSE,PURISCAL,MAMA,15429,0,0,MUJER,2011
815,SAN JOSE,TARRAZU,MAMA,8222,1,12.16,MUJER,2011
816,SAN JOSE,ASERRI,MAMA,27409,2,7.3,MUJER,2011
817,SAN JOSE,MORA,MAMA,13588,2,14.72,MUJER,2011
818,SAN JOSE,GOICOECHEA,MAMA,66742,11,16.48,MUJER,2011
819,SAN JOSE,SANTA ANA,MAMA,22307,4,17.93,MUJER,2011
820,SAN JOSE,ALAJUELITA,MAMA,65045,4,6.15,MUJER,2011
821,SAN JOSE,CORONADO,MAMA,42083,5,11.88,MUJER,2011
822,SAN JOSE,ACOSTA,MAMA,9297,1,10.76,MUJER,2011
823,SAN JOSE,TIBAS,MAMA,30752,7,22.76,MUJER,2011
824,SAN JOSE,MORAVIA,MAMA,27906,5,17.92,MUJER,2011
825,SAN JOSE,MONTES DE OCA,MAMA,27827,4,14.37,MUJER,2011
826,SAN JOSE,TURRUBARES,MAMA,2206,0,0,MUJER,2011
827,SAN JOSE,DOTA,MAMA,3279,1,30.5,MUJER,2011
828,SAN JOSE,CURRIDABAT,MAMA,36772,3,8.16,MUJER,2011
829,SAN JOSE,PEREZ ZELEDON,MAMA,65117,7,10.75,MUJER,2011
830,SAN JOSE,LEON CORTES,MAMA,6596,0,0,MUJER,2011
831,ALAJUELA,CENTRAL,MAMA,142076,20,14.08,MUJER,2011
832,ALAJUELA,SAN RAMON,MAMA,44442,6,13.5,MUJER,2011
833,ALAJUELA,GRECIA,MAMA,40794,3,7.35,MUJER,2011
834,ALAJUELA,SAN MATEO,MAMA,2814,0,0,MUJER,2011
835,ALAJUELA,ATENAS,MAMA,12906,0,0,MUJER,2011
836,ALAJUELA,NARANJO,MAMA,22761,1,4.39,MUJER,2011
837,ALAJUELA,PALMARES,MAMA,19240,5,25.99,MUJER,2011
838,ALAJUELA,POAS,MAMA,15507,1,6.45,MUJER,2011
839,ALAJUELA,OROTINA,MAMA,9446,1,10.59,MUJER,2011
840,ALAJUELA,SAN CARLOS,MAMA,73780,5,6.78,MUJER,2011
841,ALAJUELA,ALFARO RUIZ,MAMA,7462,0,0,MUJER,2011
842,ALAJUELA,VALVERDE VEGA,MAMA,9143,0,0,MUJER,2011
843,ALAJUELA,UPALA,MAMA,17409,1,5.74,MUJER,2011
844,ALAJUELA,LOS CHILES,MAMA,9808,0,0,MUJER,2011
845,ALAJUELA,GUATUSO,MAMA,7887,1,12.68,MUJER,2011
846,CARTAGO,CENTRAL,MAMA,78371,14,17.86,MUJER,2011
847,CARTAGO,PARAISO,MAMA,34665,2,5.77,MUJER,2011
848,CARTAGO,LA UNION,MAMA,53959,5,9.27,MUJER,2011
849,CARTAGO,JIMENEZ,MAMA,6636,1,15.07,MUJER,2011
850,CARTAGO,TURRIALBA,MAMA,34412,5,14.53,MUJER,2011
851,CARTAGO,ALVARADO,MAMA,6717,0,0,MUJER,2011
852,CARTAGO,OREAMUNO,MAMA,22275,2,8.98,MUJER,2011
853,CARTAGO,EL GUARCO,MAMA,18375,2,10.88,MUJER,2011
854,HEREDIA,CENTRAL,MAMA,67648,7,10.35,MUJER,2011
855,HEREDIA,BARVA,MAMA,19540,0,0,MUJER,2011
856,HEREDIA,SANTO DOMINGO,MAMA,18583,3,16.14,MUJER,2011
857,HEREDIA,SANTA BARBARA,MAMA,17095,5,29.25,MUJER,2011
858,HEREDIA,SAN RAFAEL,MAMA,21667,1,4.62,MUJER,2011
859,HEREDIA,SAN ISIDRO,MAMA,11029,2,18.13,MUJER,2011
860,HEREDIA,BELEN,MAMA,11808,1,8.47,MUJER,2011
861,HEREDIA,FLORES,MAMA,8847,3,33.91,MUJER,2011
862,HEREDIA,SAN PABLO,MAMA,12105,2,16.52,MUJER,2011
863,HEREDIA,SARAPIQUI,MAMA,36252,1,2.76,MUJER,2011
864,GUANACASTE,LIBERIA,MAMA,26993,3,11.11,MUJER,2011
865,GUANACASTE,NICOYA,MAMA,20319,6,29.53,MUJER,2011
866,GUANACASTE,SANTA CRUZ,MAMA,21512,3,13.95,MUJER,2011
867,GUANACASTE,BAGACES,MAMA,9327,1,10.72,MUJER,2011
868,GUANACASTE,CARRILLO,MAMA,14704,2,13.6,MUJER,2011
869,GUANACASTE,CAÑAS,MAMA,12021,2,16.64,MUJER,2011
870,GUANACASTE,ABANGARES,MAMA,8101,1,12.34,MUJER,2011
871,GUANACASTE,TILARAN,MAMA,8126,0,0,MUJER,2011
872,GUANACASTE,NANDAYURE,MAMA,4675,0,0,MUJER,2011
873,GUANACASTE,LA CRUZ,MAMA,8443,1,11.84,MUJER,2011
874,GUANACASTE,HOJANCHA,MAMA,3171,1,31.54,MUJER,2011
875,PUNTARENAS,CENTRAL,MAMA,51128,9,17.6,MUJER,2011
876,PUNTARENAS,ESPARZA,MAMA,14030,1,7.13,MUJER,2011
877,PUNTARENAS,BUENOS AIRES,MAMA,20907,2,9.57,MUJER,2011
878,PUNTARENAS,MONTES DE ORO,MAMA,6620,1,15.11,MUJER,2011
879,PUNTARENAS,OSA,MAMA,9822,0,0,MUJER,2011
880,PUNTARENAS,AGUIRRE,MAMA,11462,1,8.72,MUJER,2011
881,PUNTARENAS,GOLFITO,MAMA,14259,0,0,MUJER,2011
882,PUNTARENAS,COTO BRUS,MAMA,17172,0,0,MUJER,2011
883,PUNTARENAS,PARRITA,MAMA,5992,1,16.69,MUJER,2011
884,PUNTARENAS,CORREDORES,MAMA,15680,4,25.51,MUJER,2011
885,PUNTARENAS,GARABITO,MAMA,10900,0,0,MUJER,2011
886,LIMON,CENTRAL,MAMA,51405,11,21.4,MUJER,2011
887,LIMON,POCOCI,MAMA,72826,2,2.75,MUJER,2011
888,LIMON,SIQUIRRES,MAMA,29042,5,17.22,MUJER,2011
889,LIMON,TALAMANCA,MAMA,15943,0,0,MUJER,2011
890,LIMON,MATINA,MAMA,22584,2,8.86,MUJER,2011
891,LIMON,GUACIMO,MAMA,23246,2,8.6,MUJER,2011
892,SAN JOSE,CENTRAL,"ESTOMAGO	",175893,17,9.66,MUJER,2011
893,SAN JOSE,ESCAZU,"ESTOMAGO	",30793,4,12.99,MUJER,2011
894,SAN JOSE,DESAMPARADOS,"ESTOMAGO	",152511,13,8.52,MUJER,2011
895,SAN JOSE,PURISCAL,"ESTOMAGO	",15429,3,19.44,MUJER,2011
896,SAN JOSE,TARRAZU,"ESTOMAGO	",8222,1,12.16,MUJER,2011
897,SAN JOSE,ASERRI,"ESTOMAGO	",27409,3,10.95,MUJER,2011
898,SAN JOSE,MORA,"ESTOMAGO	",13588,2,14.72,MUJER,2011
899,SAN JOSE,GOICOECHEA,"ESTOMAGO	",66742,13,19.48,MUJER,2011
900,SAN JOSE,SANTA ANA,"ESTOMAGO	",22307,6,26.9,MUJER,2011
901,SAN JOSE,ALAJUELITA,"ESTOMAGO	",65045,1,1.54,MUJER,2011
902,SAN JOSE,CORONADO,"ESTOMAGO	",42083,3,7.13,MUJER,2011
903,SAN JOSE,ACOSTA,"ESTOMAGO	",9297,1,10.76,MUJER,2011
904,SAN JOSE,TIBAS,"ESTOMAGO	",30752,1,3.25,MUJER,2011
905,SAN JOSE,MORAVIA,"ESTOMAGO	",27906,4,14.33,MUJER,2011
906,SAN JOSE,MONTES DE OCA,"ESTOMAGO	",27827,4,14.37,MUJER,2011
907,SAN JOSE,TURRUBARES,"ESTOMAGO	",2206,2,90.66,MUJER,2011
908,SAN JOSE,DOTA,"ESTOMAGO	",3279,1,30.5,MUJER,2011
909,SAN JOSE,CURRIDABAT,"ESTOMAGO	",36772,1,2.72,MUJER,2011
910,SAN JOSE,PEREZ ZELEDON,"ESTOMAGO	",65117,1,1.54,MUJER,2011
911,SAN JOSE,LEON CORTES,"ESTOMAGO	",6596,3,45.48,MUJER,2011
912,ALAJUELA,CENTRAL,"ESTOMAGO	",142076,14,9.85,MUJER,2011
913,ALAJUELA,SAN RAMON,"ESTOMAGO	",44442,1,2.25,MUJER,2011
914,ALAJUELA,GRECIA,"ESTOMAGO	",40794,2,4.9,MUJER,2011
915,ALAJUELA,SAN MATEO,"ESTOMAGO	",2814,1,35.54,MUJER,2011
916,ALAJUELA,ATENAS,"ESTOMAGO	",12906,3,23.25,MUJER,2011
917,ALAJUELA,NARANJO,"ESTOMAGO	",22761,3,13.18,MUJER,2011
918,ALAJUELA,PALMARES,"ESTOMAGO	",19240,2,10.4,MUJER,2011
919,ALAJUELA,POAS,"ESTOMAGO	",15507,2,12.9,MUJER,2011
920,ALAJUELA,OROTINA,"ESTOMAGO	",9446,0,0,MUJER,2011
921,ALAJUELA,SAN CARLOS,"ESTOMAGO	",73780,6,8.13,MUJER,2011
922,ALAJUELA,ALFARO RUIZ,"ESTOMAGO	",7462,3,40.2,MUJER,2011
923,ALAJUELA,VALVERDE VEGA,"ESTOMAGO	",9143,1,10.94,MUJER,2011
924,ALAJUELA,UPALA,"ESTOMAGO	",17409,2,11.49,MUJER,2011
925,ALAJUELA,LOS CHILES,"ESTOMAGO	",9808,0,0,MUJER,2011
926,ALAJUELA,GUATUSO,"ESTOMAGO	",7887,0,0,MUJER,2011
927,CARTAGO,CENTRAL,"ESTOMAGO	",78371,7,8.93,MUJER,2011
928,CARTAGO,PARAISO,"ESTOMAGO	",34665,3,8.65,MUJER,2011
929,CARTAGO,LA UNION,"ESTOMAGO	",53959,3,5.56,MUJER,2011
930,CARTAGO,JIMENEZ,"ESTOMAGO	",6636,0,0,MUJER,2011
931,CARTAGO,TURRIALBA,"ESTOMAGO	",34412,4,11.62,MUJER,2011
932,CARTAGO,ALVARADO,"ESTOMAGO	",6717,0,0,MUJER,2011
933,CARTAGO,OREAMUNO,"ESTOMAGO	",22275,1,4.49,MUJER,2011
934,CARTAGO,EL GUARCO,"ESTOMAGO	",18375,2,10.88,MUJER,2011
935,HEREDIA,CENTRAL,"ESTOMAGO	",67648,7,10.35,MUJER,2011
936,HEREDIA,BARVA,"ESTOMAGO	",19540,5,25.59,MUJER,2011
937,HEREDIA,SANTO DOMINGO,"ESTOMAGO	",18583,1,5.38,MUJER,2011
938,HEREDIA,SANTA BARBARA,"ESTOMAGO	",17095,2,11.7,MUJER,2011
939,HEREDIA,SAN RAFAEL,"ESTOMAGO	",21667,0,0,MUJER,2011
940,HEREDIA,SAN ISIDRO,"ESTOMAGO	",11029,3,27.2,MUJER,2011
941,HEREDIA,BELEN,"ESTOMAGO	",11808,0,0,MUJER,2011
942,HEREDIA,FLORES,"ESTOMAGO	",8847,0,0,MUJER,2011
943,HEREDIA,SAN PABLO,"ESTOMAGO	",12105,0,0,MUJER,2011
944,HEREDIA,SARAPIQUI,"ESTOMAGO	",36252,2,5.52,MUJER,2011
945,GUANACASTE,LIBERIA,"ESTOMAGO	",26993,2,7.41,MUJER,2011
946,GUANACASTE,NICOYA,"ESTOMAGO	",20319,6,29.53,MUJER,2011
947,GUANACASTE,SANTA CRUZ,"ESTOMAGO	",21512,2,9.3,MUJER,2011
948,GUANACASTE,BAGACES,"ESTOMAGO	",9327,2,21.44,MUJER,2011
949,GUANACASTE,CARRILLO,"ESTOMAGO	",14704,1,6.8,MUJER,2011
950,GUANACASTE,CAÑAS,"ESTOMAGO	",12021,0,0,MUJER,2011
951,GUANACASTE,ABANGARES,"ESTOMAGO	",8101,0,0,MUJER,2011
952,GUANACASTE,TILARAN,"ESTOMAGO	",8126,2,24.61,MUJER,2011
953,GUANACASTE,NANDAYURE,"ESTOMAGO	",4675,0,0,MUJER,2011
954,GUANACASTE,LA CRUZ,"ESTOMAGO	",8443,0,0,MUJER,2011
955,GUANACASTE,HOJANCHA,"ESTOMAGO	",3171,1,31.54,MUJER,2011
956,PUNTARENAS,CENTRAL,"ESTOMAGO	",51128,10,19.56,MUJER,2011
957,PUNTARENAS,ESPARZA,"ESTOMAGO	",14030,1,7.13,MUJER,2011
958,PUNTARENAS,BUENOS AIRES,"ESTOMAGO	",20907,0,0,MUJER,2011
959,PUNTARENAS,MONTES DE ORO,"ESTOMAGO	",6620,1,15.11,MUJER,2011
960,PUNTARENAS,OSA,"ESTOMAGO	",9822,0,0,MUJER,2011
961,PUNTARENAS,AGUIRRE,"ESTOMAGO	",11462,1,8.72,MUJER,2011
962,PUNTARENAS,GOLFITO,"ESTOMAGO	",14259,4,28.05,MUJER,2011
963,PUNTARENAS,COTO BRUS,"ESTOMAGO	",17172,1,5.82,MUJER,2011
964,PUNTARENAS,PARRITA,"ESTOMAGO	",5992,0,0,MUJER,2011
965,PUNTARENAS,CORREDORES,"ESTOMAGO	",15680,3,19.13,MUJER,2011
966,PUNTARENAS,GARABITO,"ESTOMAGO	",10900,0,0,MUJER,2011
967,LIMON,CENTRAL,"ESTOMAGO	",51405,3,5.84,MUJER,2011
968,LIMON,POCOCI,"ESTOMAGO	",72826,5,6.87,MUJER,2011
