ID,Provincia,Canton,Localizacion,Cantidad,Tasa,Genero,Año
,SAN JOSE,MONTES DE OCA,COLON,2,7.54,HOMBRE,2011
,SAN JOSE,TURRUBARES,COLON,0,0,HOMBRE,2011
,SAN JOSE,DOTA,COLON,0,0,HOMBRE,2011
,SAN JOSE,CURRIDABAT,COLON,1,2.74,HOMBRE,2011
,SAN JOSE,PEREZ ZELEDON,COLON,6,9.19,HOMBRE,2011
,SAN JOSE,LEON CORTES,COLON,0,0,HOMBRE,2011
,ALAJUELA,CENTRAL,COLON,11,7.58,HOMBRE,2011
,ALAJUELA,SAN RAMON,COLON,3,6.61,HOMBRE,2011
,ALAJUELA,GRECIA,COLON,2,4.74,HOMBRE,2011
,ALAJUELA,SAN MATEO,COLON,0,0,HOMBRE,2011
,ALAJUELA,ATENAS,COLON,2,14.97,HOMBRE,2011
,ALAJUELA,NARANJO,COLON,0,0,HOMBRE,2011
,ALAJUELA,PALMARES,COLON,1,5.17,HOMBRE,2011
,ALAJUELA,POAS,COLON,0,0,HOMBRE,2011
,ALAJUELA,OROTINA,COLON,0,0,HOMBRE,2011
,ALAJUELA,SAN CARLOS,COLON,5,6.44,HOMBRE,2011
,ALAJUELA,ALFARO RUIZ,COLON,1,12.84,HOMBRE,2011
,ALAJUELA,VALVERDE VEGA,COLON,0,0,HOMBRE,2011
,ALAJUELA,UPALA,COLON,0,0,HOMBRE,2011
,ALAJUELA,LOS CHILES,COLON,1,9.24,HOMBRE,2011
,ALAJUELA,GUATUSO,COLON,0,0,HOMBRE,2011
,CARTAGO,CENTRAL,COLON,2,2.55,HOMBRE,2011
,CARTAGO,PARAISO,COLON,2,5.67,HOMBRE,2011
,CARTAGO,LA UNION,COLON,2,3.72,HOMBRE,2011
,CARTAGO,JIMENEZ,COLON,0,0,HOMBRE,2011
,CARTAGO,TURRIALBA,COLON,3,8.34,HOMBRE,2011
,CARTAGO,ALVARADO,COLON,1,14.31,HOMBRE,2011
,CARTAGO,OREAMUNO,COLON,0,0,HOMBRE,2011
,CARTAGO,EL GUARCO,COLON,0,0,HOMBRE,2011
,HEREDIA,CENTRAL,COLON,6,8.93,HOMBRE,2011
,HEREDIA,BARVA,COLON,1,5.01,HOMBRE,2011
,HEREDIA,SANTO DOMINGO,COLON,0,0,HOMBRE,2011
,HEREDIA,SANTA BARBARA,COLON,2,11.27,HOMBRE,2011
,HEREDIA,SAN RAFAEL,COLON,2,9.07,HOMBRE,2011
,HEREDIA,SAN ISIDRO,COLON,2,17.58,HOMBRE,2011
,HEREDIA,BELEN,COLON,0,0,HOMBRE,2011
,HEREDIA,FLORES,COLON,0,0,HOMBRE,2011
,HEREDIA,SAN PABLO,COLON,0,0,HOMBRE,2011
,HEREDIA,SARAPIQUI,COLON,1,2.38,HOMBRE,2011
,GUANACASTE,LIBERIA,COLON,2,7.33,HOMBRE,2011
,GUANACASTE,NICOYA,COLON,0,0,HOMBRE,2011
,GUANACASTE,SANTA CRUZ,COLON,0,0,HOMBRE,2011
,GUANACASTE,BAGACES,COLON,0,0,HOMBRE,2011
,GUANACASTE,CARRILLO,COLON,5,32.21,HOMBRE,2011
,GUANACASTE,CAÑAS,COLON,0,0,HOMBRE,2011
,GUANACASTE,ABANGARES,COLON,0,0,HOMBRE,2011
,GUANACASTE,TILARAN,COLON,0,0,HOMBRE,2011
,GUANACASTE,NANDAYURE,COLON,1,19.53,HOMBRE,2011
,GUANACASTE,LA CRUZ,COLON,0,0,HOMBRE,2011
,GUANACASTE,HOJANCHA,COLON,0,0,HOMBRE,2011
,PUNTARENAS,CENTRAL,COLON,2,3.66,HOMBRE,2011
,PUNTARENAS,ESPARZA,COLON,2,14.04,HOMBRE,2011
,PUNTARENAS,BUENOS AIRES,COLON,2,8.87,HOMBRE,2011
,PUNTARENAS,MONTES DE ORO,COLON,0,0,HOMBRE,2011
,PUNTARENAS,OSA,COLON,1,9.13,HOMBRE,2011
,PUNTARENAS,AGUIRRE,COLON,0,0,HOMBRE,2011
,PUNTARENAS,GOLFITO,COLON,0,0,HOMBRE,2011
,PUNTARENAS,COTO BRUS,COLON,0,0,HOMBRE,2011
,PUNTARENAS,PARRITA,COLON,1,15.4,HOMBRE,2011
,PUNTARENAS,CORREDORES,COLON,0,0,HOMBRE,2011
,PUNTARENAS,GARABITO,COLON,2,16.01,HOMBRE,2011
,LIMON,CENTRAL,COLON,2,3.7,HOMBRE,2011
,LIMON,POCOCI,COLON,3,3.68,HOMBRE,2011
,LIMON,SIQUIRRES,COLON,1,3.1,HOMBRE,2011
,LIMON,TALAMANCA,COLON,1,5.54,HOMBRE,2011
,LIMON,MATINA,COLON,0,0,HOMBRE,2011
,LIMON,GUACIMO,COLON,0,0,HOMBRE,2011
,SAN JOSE,CENTRAL,LINFOMAS,13,7.38,HOMBRE,2011
,SAN JOSE,ESCAZU,LINFOMAS,1,3.28,HOMBRE,2011
,SAN JOSE,DESAMPARADOS,LINFOMAS,4,2.63,HOMBRE,2011
,SAN JOSE,PURISCAL,LINFOMAS,2,12.69,HOMBRE,2011
,SAN JOSE,TARRAZU,LINFOMAS,0,0,HOMBRE,2011
,SAN JOSE,ASERRI,LINFOMAS,6,21.36,HOMBRE,2011
,SAN JOSE,MORA,LINFOMAS,0,0,HOMBRE,2011
,SAN JOSE,GOICOECHEA,LINFOMAS,2,3.05,HOMBRE,2011
,SAN JOSE,SANTA ANA,LINFOMAS,3,13.63,HOMBRE,2011
,SAN JOSE,ALAJUELITA,LINFOMAS,1,1.5,HOMBRE,2011
,SAN JOSE,CORONADO,LINFOMAS,5,12.1,HOMBRE,2011
,SAN JOSE,ACOSTA,LINFOMAS,0,0,HOMBRE,2011
,SAN JOSE,TIBAS,LINFOMAS,2,6.64,HOMBRE,2011
,SAN JOSE,MORAVIA,LINFOMAS,1,3.69,HOMBRE,2011
,SAN JOSE,MONTES DE OCA,LINFOMAS,2,7.54,HOMBRE,2011
,SAN JOSE,TURRUBARES,LINFOMAS,0,0,HOMBRE,2011
,SAN JOSE,DOTA,LINFOMAS,1,29.96,HOMBRE,2011
,SAN JOSE,CURRIDABAT,LINFOMAS,4,10.96,HOMBRE,2011
,SAN JOSE,PEREZ ZELEDON,LINFOMAS,5,7.66,HOMBRE,2011
,SAN JOSE,LEON CORTES,LINFOMAS,0,0,HOMBRE,2011
,ALAJUELA,CENTRAL,LINFOMAS,5,3.45,HOMBRE,2011
,ALAJUELA,SAN RAMON,LINFOMAS,1,2.2,HOMBRE,2011
,ALAJUELA,GRECIA,LINFOMAS,5,11.84,HOMBRE,2011
,ALAJUELA,SAN MATEO,LINFOMAS,0,0,HOMBRE,2011
,ALAJUELA,ATENAS,LINFOMAS,1,7.48,HOMBRE,2011
,ALAJUELA,NARANJO,LINFOMAS,2,8.69,HOMBRE,2011
,ALAJUELA,PALMARES,LINFOMAS,1,5.17,HOMBRE,2011
,ALAJUELA,POAS,LINFOMAS,0,0,HOMBRE,2011
,ALAJUELA,OROTINA,LINFOMAS,0,0,HOMBRE,2011
,ALAJUELA,SAN CARLOS,LINFOMAS,5,6.44,HOMBRE,2011
,ALAJUELA,ALFARO RUIZ,LINFOMAS,0,0,HOMBRE,2011
,ALAJUELA,VALVERDE VEGA,LINFOMAS,0,0,HOMBRE,2011
,ALAJUELA,UPALA,LINFOMAS,0,0,HOMBRE,2011
,ALAJUELA,LOS CHILES,LINFOMAS,0,0,HOMBRE,2011
,ALAJUELA,GUATUSO,LINFOMAS,0,0,HOMBRE,2011
,CARTAGO,CENTRAL,LINFOMAS,1,1.27,HOMBRE,2011
,CARTAGO,PARAISO,LINFOMAS,3,8.5,HOMBRE,2011
,CARTAGO,LA UNION,LINFOMAS,0,0,HOMBRE,2011
,CARTAGO,JIMENEZ,LINFOMAS,1,14.12,HOMBRE,2011
,CARTAGO,TURRIALBA,LINFOMAS,1,2.78,HOMBRE,2011
,CARTAGO,ALVARADO,LINFOMAS,1,14.31,HOMBRE,2011
,CARTAGO,OREAMUNO,LINFOMAS,0,0,HOMBRE,2011
,CARTAGO,EL GUARCO,LINFOMAS,3,15.13,HOMBRE,2011
,HEREDIA,CENTRAL,LINFOMAS,4,5.96,HOMBRE,2011
,HEREDIA,BARVA,LINFOMAS,0,0,HOMBRE,2011
,HEREDIA,SANTO DOMINGO,LINFOMAS,1,5.28,HOMBRE,2011
,HEREDIA,SANTA BARBARA,LINFOMAS,0,0,HOMBRE,2011
,HEREDIA,SAN RAFAEL,LINFOMAS,1,4.53,HOMBRE,2011
,HEREDIA,SAN ISIDRO,LINFOMAS,1,8.79,HOMBRE,2011
,HEREDIA,BELEN,LINFOMAS,0,0,HOMBRE,2011
,HEREDIA,FLORES,LINFOMAS,0,0,HOMBRE,2011
,HEREDIA,SAN PABLO,LINFOMAS,0,0,HOMBRE,2011
,HEREDIA,SARAPIQUI,LINFOMAS,3,7.14,HOMBRE,2011
,GUANACASTE,LIBERIA,LINFOMAS,0,0,HOMBRE,2011
,GUANACASTE,NICOYA,LINFOMAS,2,9.73,HOMBRE,2011
,GUANACASTE,SANTA CRUZ,LINFOMAS,0,0,HOMBRE,2011
,GUANACASTE,BAGACES,LINFOMAS,1,10.17,HOMBRE,2011
,GUANACASTE,CARRILLO,LINFOMAS,0,0,HOMBRE,2011
,GUANACASTE,CAÑAS,LINFOMAS,1,7.9,HOMBRE,2011
,GUANACASTE,ABANGARES,LINFOMAS,1,11.55,HOMBRE,2011
,GUANACASTE,TILARAN,LINFOMAS,2,23.67,HOMBRE,2011
,GUANACASTE,NANDAYURE,LINFOMAS,0,0,HOMBRE,2011
,GUANACASTE,LA CRUZ,LINFOMAS,2,22.57,HOMBRE,2011
,GUANACASTE,HOJANCHA,LINFOMAS,0,0,HOMBRE,2011
,PUNTARENAS,CENTRAL,LINFOMAS,1,1.83,HOMBRE,2011
,PUNTARENAS,ESPARZA,LINFOMAS,0,0,HOMBRE,2011
,PUNTARENAS,BUENOS AIRES,LINFOMAS,1,4.43,HOMBRE,2011
,PUNTARENAS,MONTES DE ORO,LINFOMAS,0,0,HOMBRE,2011
,PUNTARENAS,OSA,LINFOMAS,0,0,HOMBRE,2011
,PUNTARENAS,AGUIRRE,LINFOMAS,0,0,HOMBRE,2011
,PUNTARENAS,GOLFITO,LINFOMAS,1,6.56,HOMBRE,2011
,PUNTARENAS,COTO BRUS,LINFOMAS,0,0,HOMBRE,2011
,PUNTARENAS,PARRITA,LINFOMAS,0,0,HOMBRE,2011
,PUNTARENAS,CORREDORES,LINFOMAS,1,6.02,HOMBRE,2011
,PUNTARENAS,GARABITO,LINFOMAS,0,0,HOMBRE,2011
,LIMON,CENTRAL,LINFOMAS,8,14.79,HOMBRE,2011
,LIMON,POCOCI,LINFOMAS,2,2.46,HOMBRE,2011
,LIMON,SIQUIRRES,LINFOMAS,1,3.1,HOMBRE,2011
,LIMON,TALAMANCA,LINFOMAS,0,0,HOMBRE,2011
,LIMON,MATINA,LINFOMAS,0,0,HOMBRE,2011
,LIMON,GUACIMO,LINFOMAS,1,3.98,HOMBRE,2011
,SAN JOSE,CENTRAL,PANCREAS,14,7.95,HOMBRE,2011
,SAN JOSE,ESCAZU,PANCREAS,1,3.28,HOMBRE,2011
,SAN JOSE,DESAMPARADOS,PANCREAS,5,3.29,HOMBRE,2011
,SAN JOSE,PURISCAL,PANCREAS,3,19.04,HOMBRE,2011
,SAN JOSE,TARRAZU,PANCREAS,0,0,HOMBRE,2011
,SAN JOSE,ASERRI,PANCREAS,0,0,HOMBRE,2011
,SAN JOSE,MORA,PANCREAS,0,0,HOMBRE,2011
,SAN JOSE,GOICOECHEA,PANCREAS,4,6.09,HOMBRE,2011
,SAN JOSE,SANTA ANA,PANCREAS,2,9.08,HOMBRE,2011
,SAN JOSE,ALAJUELITA,PANCREAS,1,1.5,HOMBRE,2011
,SAN JOSE,CORONADO,PANCREAS,0,0,HOMBRE,2011
,SAN JOSE,ACOSTA,PANCREAS,0,0,HOMBRE,2011
,SAN JOSE,TIBAS,PANCREAS,2,6.64,HOMBRE,2011
,SAN JOSE,MORAVIA,PANCREAS,5,18.44,HOMBRE,2011
,SAN JOSE,MONTES DE OCA,PANCREAS,1,3.77,HOMBRE,2011
,SAN JOSE,TURRUBARES,PANCREAS,0,0,HOMBRE,2011
,SAN JOSE,DOTA,PANCREAS,0,0,HOMBRE,2011
,SAN JOSE,CURRIDABAT,PANCREAS,1,2.74,HOMBRE,2011
,SAN JOSE,PEREZ ZELEDON,PANCREAS,2,3.06,HOMBRE,2011
,SAN JOSE,LEON CORTES,PANCREAS,2,29.31,HOMBRE,2011
,ALAJUELA,CENTRAL,PANCREAS,7,4.82,HOMBRE,2011
,ALAJUELA,SAN RAMON,PANCREAS,2,4.4,HOMBRE,2011
,ALAJUELA,GRECIA,PANCREAS,3,7.1,HOMBRE,2011
,ALAJUELA,SAN MATEO,PANCREAS,1,33.5,HOMBRE,2011
,ALAJUELA,ATENAS,PANCREAS,0,0,HOMBRE,2011
,ALAJUELA,NARANJO,PANCREAS,0,0,HOMBRE,2011
,ALAJUELA,PALMARES,PANCREAS,0,0,HOMBRE,2011
,ALAJUELA,POAS,PANCREAS,0,0,HOMBRE,2011
,ALAJUELA,OROTINA,PANCREAS,1,10.44,HOMBRE,2011
,ALAJUELA,SAN CARLOS,PANCREAS,1,1.29,HOMBRE,2011
,ALAJUELA,ALFARO RUIZ,PANCREAS,0,0,HOMBRE,2011
,ALAJUELA,VALVERDE VEGA,PANCREAS,0,0,HOMBRE,2011
,ALAJUELA,UPALA,PANCREAS,2,10.68,HOMBRE,2011
,ALAJUELA,LOS CHILES,PANCREAS,0,0,HOMBRE,2011
,ALAJUELA,GUATUSO,PANCREAS,1,11.5,HOMBRE,2011
,CARTAGO,CENTRAL,PANCREAS,6,7.64,HOMBRE,2011
,CARTAGO,PARAISO,PANCREAS,1,2.83,HOMBRE,2011
,CARTAGO,LA UNION,PANCREAS,2,3.72,HOMBRE,2011
,CARTAGO,JIMENEZ,PANCREAS,2,28.23,HOMBRE,2011
,CARTAGO,TURRIALBA,PANCREAS,3,8.34,HOMBRE,2011
,CARTAGO,ALVARADO,PANCREAS,0,0,HOMBRE,2011
,CARTAGO,OREAMUNO,PANCREAS,0,0,HOMBRE,2011
,CARTAGO,EL GUARCO,PANCREAS,1,5.04,HOMBRE,2011
,HEREDIA,CENTRAL,PANCREAS,4,5.96,HOMBRE,2011
,HEREDIA,BARVA,PANCREAS,0,0,HOMBRE,2011
,HEREDIA,SANTO DOMINGO,PANCREAS,0,0,HOMBRE,2011
,HEREDIA,SANTA BARBARA,PANCREAS,1,5.63,HOMBRE,2011
,HEREDIA,SAN RAFAEL,PANCREAS,1,4.53,HOMBRE,2011
,HEREDIA,SAN ISIDRO,PANCREAS,0,0,HOMBRE,2011
,HEREDIA,BELEN,PANCREAS,1,8.45,HOMBRE,2011
,HEREDIA,FLORES,PANCREAS,0,0,HOMBRE,2011
,HEREDIA,SAN PABLO,PANCREAS,0,0,HOMBRE,2011
,HEREDIA,SARAPIQUI,PANCREAS,0,0,HOMBRE,2011
,GUANACASTE,LIBERIA,PANCREAS,1,3.66,HOMBRE,2011
,GUANACASTE,NICOYA,PANCREAS,1,4.87,HOMBRE,2011
,GUANACASTE,SANTA CRUZ,PANCREAS,4,17.79,HOMBRE,2011
,GUANACASTE,BAGACES,PANCREAS,1,10.17,HOMBRE,2011
,GUANACASTE,CARRILLO,PANCREAS,2,12.88,HOMBRE,2011
,GUANACASTE,CAÑAS,PANCREAS,0,0,HOMBRE,2011
,GUANACASTE,ABANGARES,PANCREAS,1,11.55,HOMBRE,2011
,GUANACASTE,TILARAN,PANCREAS,1,11.84,HOMBRE,2011
,GUANACASTE,NANDAYURE,PANCREAS,1,19.53,HOMBRE,2011
,GUANACASTE,LA CRUZ,PANCREAS,0,0,HOMBRE,2011
,GUANACASTE,HOJANCHA,PANCREAS,0,0,HOMBRE,2011
,PUNTARENAS,CENTRAL,PANCREAS,2,3.66,HOMBRE,2011
,PUNTARENAS,ESPARZA,PANCREAS,0,0,HOMBRE,2011
,PUNTARENAS,BUENOS AIRES,PANCREAS,0,0,HOMBRE,2011
,PUNTARENAS,MONTES DE ORO,PANCREAS,1,14.94,HOMBRE,2011
,PUNTARENAS,OSA,PANCREAS,1,9.13,HOMBRE,2011
,PUNTARENAS,AGUIRRE,PANCREAS,0,0,HOMBRE,2011
,PUNTARENAS,GOLFITO,PANCREAS,1,6.56,HOMBRE,2011
,PUNTARENAS,COTO BRUS,PANCREAS,0,0,HOMBRE,2011
,PUNTARENAS,PARRITA,PANCREAS,0,0,HOMBRE,2011
,PUNTARENAS,CORREDORES,PANCREAS,2,12.05,HOMBRE,2011
,PUNTARENAS,GARABITO,PANCREAS,0,0,HOMBRE,2011
,LIMON,CENTRAL,PANCREAS,2,3.7,HOMBRE,2011
,LIMON,POCOCI,PANCREAS,5,6.14,HOMBRE,2011
,LIMON,SIQUIRRES,PANCREAS,1,3.1,HOMBRE,2011
,LIMON,TALAMANCA,PANCREAS,0,0,HOMBRE,2011
,LIMON,MATINA,PANCREAS,0,0,HOMBRE,2011
,LIMON,GUACIMO,PANCREAS,0,0,HOMBRE,2011
,SAN JOSE,CENTRAL,LEUCEMIAS,6,3.41,HOMBRE,2011
,SAN JOSE,ESCAZU,LEUCEMIAS,1,3.28,HOMBRE,2011
,SAN JOSE,DESAMPARADOS,LEUCEMIAS,4,2.63,HOMBRE,2011
,SAN JOSE,PURISCAL,LEUCEMIAS,1,6.35,HOMBRE,2011
,SAN JOSE,TARRAZU,LEUCEMIAS,1,11.88,HOMBRE,2011
,SAN JOSE,ASERRI,LEUCEMIAS,4,14.24,HOMBRE,2011
,SAN JOSE,MORA,LEUCEMIAS,2,14.61,HOMBRE,2011
,SAN JOSE,GOICOECHEA,LEUCEMIAS,7,10.67,HOMBRE,2011
,SAN JOSE,SANTA ANA,LEUCEMIAS,1,4.54,HOMBRE,2011
,SAN JOSE,ALAJUELITA,LEUCEMIAS,1,1.5,HOMBRE,2011
,SAN JOSE,CORONADO,LEUCEMIAS,1,2.42,HOMBRE,2011
,SAN JOSE,ACOSTA,LEUCEMIAS,2,20.03,HOMBRE,2011
,SAN JOSE,TIBAS,LEUCEMIAS,2,6.64,HOMBRE,2011
,SAN JOSE,MORAVIA,LEUCEMIAS,0,0,HOMBRE,2011
,SAN JOSE,MONTES DE OCA,LEUCEMIAS,0,0,HOMBRE,2011
,SAN JOSE,TURRUBARES,LEUCEMIAS,0,0,HOMBRE,2011
,SAN JOSE,DOTA,LEUCEMIAS,0,0,HOMBRE,2011
,SAN JOSE,CURRIDABAT,LEUCEMIAS,3,8.22,HOMBRE,2011
,SAN JOSE,PEREZ ZELEDON,LEUCEMIAS,1,1.53,HOMBRE,2011
,SAN JOSE,LEON CORTES,LEUCEMIAS,0,0,HOMBRE,2011
,ALAJUELA,CENTRAL,LEUCEMIAS,7,4.82,HOMBRE,2011
,ALAJUELA,SAN RAMON,LEUCEMIAS,0,0,HOMBRE,2011
,ALAJUELA,GRECIA,LEUCEMIAS,1,2.37,HOMBRE,2011
,ALAJUELA,SAN MATEO,LEUCEMIAS,0,0,HOMBRE,2011
,ALAJUELA,ATENAS,LEUCEMIAS,2,14.97,HOMBRE,2011
,ALAJUELA,NARANJO,LEUCEMIAS,1,4.34,HOMBRE,2011
,ALAJUELA,PALMARES,LEUCEMIAS,2,10.34,HOMBRE,2011
,ALAJUELA,POAS,LEUCEMIAS,1,6.15,HOMBRE,2011
,ALAJUELA,OROTINA,LEUCEMIAS,0,0,HOMBRE,2011
,ALAJUELA,SAN CARLOS,LEUCEMIAS,5,6.44,HOMBRE,2011
,ALAJUELA,ALFARO RUIZ,LEUCEMIAS,0,0,HOMBRE,2011
,ALAJUELA,VALVERDE VEGA,LEUCEMIAS,1,10.94,HOMBRE,2011
,ALAJUELA,UPALA,LEUCEMIAS,0,0,HOMBRE,2011
,ALAJUELA,LOS CHILES,LEUCEMIAS,0,0,HOMBRE,2011
,ALAJUELA,GUATUSO,LEUCEMIAS,0,0,HOMBRE,2011
,CARTAGO,CENTRAL,LEUCEMIAS,4,5.09,HOMBRE,2011
,CARTAGO,PARAISO,LEUCEMIAS,2,5.67,HOMBRE,2011
,CARTAGO,LA UNION,LEUCEMIAS,4,7.45,HOMBRE,2011
,CARTAGO,JIMENEZ,LEUCEMIAS,0,0,HOMBRE,2011
,CARTAGO,TURRIALBA,LEUCEMIAS,3,8.34,HOMBRE,2011
,CARTAGO,ALVARADO,LEUCEMIAS,0,0,HOMBRE,2011
,CARTAGO,OREAMUNO,LEUCEMIAS,0,0,HOMBRE,2011
,CARTAGO,EL GUARCO,LEUCEMIAS,1,5.04,HOMBRE,2011
,HEREDIA,CENTRAL,LEUCEMIAS,6,8.93,HOMBRE,2011
,HEREDIA,BARVA,LEUCEMIAS,2,10.02,HOMBRE,2011
,HEREDIA,SANTO DOMINGO,LEUCEMIAS,1,5.28,HOMBRE,2011
,HEREDIA,SANTA BARBARA,LEUCEMIAS,1,5.63,HOMBRE,2011
,HEREDIA,SAN RAFAEL,LEUCEMIAS,0,0,HOMBRE,2011
,HEREDIA,SAN ISIDRO,LEUCEMIAS,0,0,HOMBRE,2011
,HEREDIA,BELEN,LEUCEMIAS,1,8.45,HOMBRE,2011
,HEREDIA,FLORES,LEUCEMIAS,0,0,HOMBRE,2011
,HEREDIA,SAN PABLO,LEUCEMIAS,0,0,HOMBRE,2011
,HEREDIA,SARAPIQUI,LEUCEMIAS,0,0,HOMBRE,2011
,GUANACASTE,LIBERIA,LEUCEMIAS,3,10.99,HOMBRE,2011
,GUANACASTE,NICOYA,LEUCEMIAS,0,0,HOMBRE,2011
,GUANACASTE,SANTA CRUZ,LEUCEMIAS,1,4.45,HOMBRE,2011
,GUANACASTE,BAGACES,LEUCEMIAS,1,10.17,HOMBRE,2011
,GUANACASTE,CARRILLO,LEUCEMIAS,2,12.88,HOMBRE,2011
,GUANACASTE,CAÑAS,LEUCEMIAS,0,0,HOMBRE,2011
,GUANACASTE,ABANGARES,LEUCEMIAS,1,11.55,HOMBRE,2011
,GUANACASTE,TILARAN,LEUCEMIAS,0,0,HOMBRE,2011
,GUANACASTE,NANDAYURE,LEUCEMIAS,0,0,HOMBRE,2011
,GUANACASTE,LA CRUZ,LEUCEMIAS,2,22.57,HOMBRE,2011
,GUANACASTE,HOJANCHA,LEUCEMIAS,0,0,HOMBRE,2011
,PUNTARENAS,CENTRAL,LEUCEMIAS,3,5.49,HOMBRE,2011
,PUNTARENAS,ESPARZA,LEUCEMIAS,0,0,HOMBRE,2011
,PUNTARENAS,BUENOS AIRES,LEUCEMIAS,1,4.43,HOMBRE,2011
,PUNTARENAS,MONTES DE ORO,LEUCEMIAS,0,0,HOMBRE,2011
,PUNTARENAS,OSA,LEUCEMIAS,0,0,HOMBRE,2011
,PUNTARENAS,AGUIRRE,LEUCEMIAS,0,0,HOMBRE,2011
,PUNTARENAS,GOLFITO,LEUCEMIAS,0,0,HOMBRE,2011
,PUNTARENAS,COTO BRUS,LEUCEMIAS,1,5.68,HOMBRE,2011
,PUNTARENAS,PARRITA,LEUCEMIAS,3,46.21,HOMBRE,2011
,PUNTARENAS,CORREDORES,LEUCEMIAS,0,0,HOMBRE,2011
,PUNTARENAS,GARABITO,LEUCEMIAS,0,0,HOMBRE,2011
,LIMON,CENTRAL,LEUCEMIAS,1,1.85,HOMBRE,2011
,LIMON,POCOCI,LEUCEMIAS,3,3.68,HOMBRE,2011
,LIMON,SIQUIRRES,LEUCEMIAS,2,6.21,HOMBRE,2011
,LIMON,TALAMANCA,LEUCEMIAS,0,0,HOMBRE,2011
,LIMON,MATINA,LEUCEMIAS,0,0,HOMBRE,2011
,LIMON,GUACIMO,LEUCEMIAS,2,7.96,HOMBRE,2011
,SAN JOSE,CENTRAL,ENCEFALO,4,2.27,HOMBRE,2011
,SAN JOSE,ESCAZU,ENCEFALO,3,9.85,HOMBRE,2011
,SAN JOSE,DESAMPARADOS,ENCEFALO,8,5.26,HOMBRE,2011
,SAN JOSE,PURISCAL,ENCEFALO,0,0,HOMBRE,2011
,SAN JOSE,TARRAZU,ENCEFALO,1,11.88,HOMBRE,2011
,SAN JOSE,ASERRI,ENCEFALO,2,7.12,HOMBRE,2011
,SAN JOSE,MORA,ENCEFALO,0,0,HOMBRE,2011
,SAN JOSE,GOICOECHEA,ENCEFALO,2,3.05,HOMBRE,2011
,SAN JOSE,SANTA ANA,ENCEFALO,2,9.08,HOMBRE,2011
,SAN JOSE,ALAJUELITA,ENCEFALO,3,4.5,HOMBRE,2011
,SAN JOSE,CORONADO,ENCEFALO,1,2.42,HOMBRE,2011
,SAN JOSE,ACOSTA,ENCEFALO,0,0,HOMBRE,2011
,SAN JOSE,TIBAS,ENCEFALO,1,3.32,HOMBRE,2011
,SAN JOSE,MORAVIA,ENCEFALO,3,11.07,HOMBRE,2011
,SAN JOSE,MONTES DE OCA,ENCEFALO,1,3.77,HOMBRE,2011
,SAN JOSE,TURRUBARES,ENCEFALO,0,0,HOMBRE,2011
,SAN JOSE,DOTA,ENCEFALO,0,0,HOMBRE,2011
,SAN JOSE,CURRIDABAT,ENCEFALO,0,0,HOMBRE,2011
,SAN JOSE,PEREZ ZELEDON,ENCEFALO,3,4.6,HOMBRE,2011
,SAN JOSE,LEON CORTES,ENCEFALO,1,14.65,HOMBRE,2011
,ALAJUELA,CENTRAL,ENCEFALO,5,3.45,HOMBRE,2011
,ALAJUELA,SAN RAMON,ENCEFALO,3,6.61,HOMBRE,2011
,ALAJUELA,GRECIA,ENCEFALO,1,2.37,HOMBRE,2011
,ALAJUELA,SAN MATEO,ENCEFALO,0,0,HOMBRE,2011
,ALAJUELA,ATENAS,ENCEFALO,1,7.48,HOMBRE,2011
,ALAJUELA,NARANJO,ENCEFALO,0,0,HOMBRE,2011
,ALAJUELA,PALMARES,ENCEFALO,2,10.34,HOMBRE,2011
,ALAJUELA,POAS,ENCEFALO,1,6.15,HOMBRE,2011
,ALAJUELA,OROTINA,ENCEFALO,1,10.44,HOMBRE,2011
,ALAJUELA,SAN CARLOS,ENCEFALO,1,1.29,HOMBRE,2011
,ALAJUELA,ALFARO RUIZ,ENCEFALO,0,0,HOMBRE,2011
,ALAJUELA,VALVERDE VEGA,ENCEFALO,0,0,HOMBRE,2011
,ALAJUELA,UPALA,ENCEFALO,0,0,HOMBRE,2011
,ALAJUELA,LOS CHILES,ENCEFALO,0,0,HOMBRE,2011
,ALAJUELA,GUATUSO,ENCEFALO,0,0,HOMBRE,2011
,CARTAGO,CENTRAL,ENCEFALO,4,5.09,HOMBRE,2011
,CARTAGO,PARAISO,ENCEFALO,0,0,HOMBRE,2011
,CARTAGO,LA UNION,ENCEFALO,0,0,HOMBRE,2011
,CARTAGO,JIMENEZ,ENCEFALO,0,0,HOMBRE,2011
,CARTAGO,TURRIALBA,ENCEFALO,4,11.12,HOMBRE,2011
,CARTAGO,ALVARADO,ENCEFALO,0,0,HOMBRE,2011
,CARTAGO,OREAMUNO,ENCEFALO,2,8.87,HOMBRE,2011
,CARTAGO,EL GUARCO,ENCEFALO,0,0,HOMBRE,2011
,HEREDIA,CENTRAL,ENCEFALO,2,2.98,HOMBRE,2011
,HEREDIA,BARVA,ENCEFALO,0,0,HOMBRE,2011
,HEREDIA,SANTO DOMINGO,ENCEFALO,0,0,HOMBRE,2011
,HEREDIA,SANTA BARBARA,ENCEFALO,0,0,HOMBRE,2011
,HEREDIA,SAN RAFAEL,ENCEFALO,1,4.53,HOMBRE,2011
,HEREDIA,SAN ISIDRO,ENCEFALO,0,0,HOMBRE,2011
,HEREDIA,BELEN,ENCEFALO,0,0,HOMBRE,2011
